tituloPrincipal; tituloOriginal;genero;produtora;anoLancamento;tempoMinutos;notaMedia;numeroVotos
Robot Taekwon V 3tan! Sujung teukgongdae;Robot Taekwon V 3tan! Sujung teukgongdae;Action,Animation,Sci-Fi;null;1977;58;5.2;20
Wolfy's Journey;Wolfy's Journey;Adventure,Animation,Fantasy;null;2011;60;6.5;10
Der Taktstock;Der Taktstock;Animation,Documentary,Music;null;2010;65;7.8;20
Gwiazda Kopernika;Gwiazda Kopernika;Animation,Biography,Family;null;2009;90;5;32
Starzinger;Starzinger;Animation;null;2011;120;8.4;115
Starzinger II;Starzinger II;Animation;null;2011;120;8.3;47
Starzinger III;Starzinger III;Animation;null;2011;120;8.3;42
The Littlest Angel;The Littlest Angel;Animation;null;2011;84;4.6;252
The Samuel Coleridge-Taylor Story;The Samuel Coleridge-Taylor Story;Animation,Music,Romance;null;2013;66;7.3;17
Lun Lun the Flower Girl;Lun Lun the Flower Girl;Animation;null;2011;85;6.8;10
AniMen: Triton Force;AniMen: Triton Force;Adventure,Animation,Sci-Fi;null;2010;90;4.2;251
6 Angels;6 Angels;Action,Animation,Sci-Fi;null;2002;100;4.3;31
Legend of Kung Fu Rabbit;Tu xia chuan qi;Action,Adventure,Animation;Simka Entertainment;2011;90;3.2;643
Gene-Fusion;Gene-Fusion;Animation,Sci-Fi;null;2011;78;3.8;110
Jez Jerzy;Jez Jerzy;Animation,Comedy;null;2011;90;4.5;563
The Singing Princess;La rosa di Bagdad;Animation,Family,Fantasy;IMA Film;1949;76;6.7;262
So Dear to My Heart;So Dear to My Heart;Animation,Drama,Family;Walt Disney Productions;1948;79;6.8;1531
Érase una vez;Érase una vez;Animation;Estela Films;1950;90;7.1;21
The Sea Beast;The Sea Beast;Adventure,Animation,Comedy;Netflix;2022;115;7.1;40368
My Father's Dragon;My Father's Dragon;Adventure,Animation,Comedy;Cartoon Saloon;2022;99;6.5;1354
White Snake;Bai She: Yuan qi;Action,Adventure,Animation;Light Chaser Animation Studios;2019;99;7;4480
My Tyrano: Together, Forever;My Tyrano: Together, Forever;Animation,Romance;Media Castle;2018;108;6.3;22
Bee Team 2;Bee Team 2;Animation;null;2019;74;8.2;108
Nobody's Boy Remi;Nobody's Boy Remi;Adventure,Animation,Drama;RAI;1980;96;6.1;34
Altered Carbon: Resleeved;Altered Carbon: Resleeved;Action,Animation,Crime;ANIMA;2020;74;6.5;6315
Coconut the Little Dragon 2: Into the Jungle;Der kleine Drache Kokosnuss - Auf in den Dschungel!;Adventure,Animation,Comedy;Caligari Film GmbH;2019;80;5.6;142
Blind Willow, Sleeping Woman;Saules aveugles, femme endormie;Animation,Drama,Sci-Fi;Cinéma Defacto;2022;100;7.4;89
Casa: Perros vs. Aliens;Casa: Perros vs. Aliens;Adventure,Animation,Comedy;null;2020;73;7.7;8
Shrek Retold;Shrek Retold;Adventure,Animation,Comedy;null;2018;90;7.4;1363
Turma da Monica em: O Bicho Papão e Outras Histórias;Turma da Monica em: O Bicho Papão e Outras Histórias;Animation,Family;Mauricio de Sousa Produções;1987;57;7.7;67
Turma da Mônica e a Estrelinha Mágica;Turma da Mônica e a Estrelinha Mágica;Animation;Mauricio de Sousa Produções;1988;58;8.1;74
Paglisan;Paglisan;Animation,Comedy,Drama;Black Maria Pictures;2018;105;7.7;9
Der kleine Rabe Socke - Suche nach dem verlorenen Schatz;Der kleine Rabe Socke - Suche nach dem verlorenen Schatz;Animation,Family;Akkord Film;2019;73;6.9;58
Umbilical World;Umbilical World;Animation,Comedy,Drama;null;2018;79;7.8;103
Turma da Mônica: CineGibi 2;Turma da Mônica: CineGibi 2;Animation,Comedy,Family;Mauricio de Sousa Produções;2005;64;7.3;127
Bikes;Bikes;Animation,Family,Sport;Animation Bikes;2018;92;4.4;111
Azahar;Azahar;Animation;Granada Film Factory;2018;83;6.4;8
The Grump Who Stole Christmas;The Grump Who Stole Christmas;Animation,Fantasy,Horror;null;2018;72;6.3;41
Weathering with You;Tenki no ko;Animation,Drama,Fantasy;CoMix Wave Films;2019;112;7.5;41805
Norm of the North: King Sized Adventure;Norm of the North: King Sized Adventure;Adventure,Animation,Comedy;Splash Entertainment;2019;90;3.3;477
One Piece: Stampede;One Piece: Stampede;Action,Adventure,Animation;Toei Animation;2019;101;7.5;6365
Norm of the North: Family Vacation;Norm of the North: Family Vacation;Adventure,Animation,Comedy;Splash Entertainment;2020;90;2.9;302
Amin & Akvan;Amin & Akvan;Adventure,Animation,Comedy;null;2018;77;6.4;16
Xabungle Graffiti;Xabungle Graffiti;Animation;null;1983;84;5.8;13
Ogre;Ogre;Animation;WOWNow Entertainment;2019;70;4.1;285
Bamse and the Thunderbell;Bamse och dunderklockan;Animation,Family;Bamse Förlaget;2018;65;6.2;216
Mobile Suit Gundam: NT - Narrative;Mobile Suit Gundam Narrative;Action,Animation,Drama;SUNRISE;2018;88;6.2;430
Detective Conan: The Fist of Blue Sapphire;Meitantei Conan: Konjo no fisuto;Action,Adventure,Animation;TMS Entertainment;2019;109;6.2;1653
Digimon Adventure: Last Evolution Kizuna;Digimon Adventure: Last Evolution Kizuna;Action,Adventure,Animation;Toei Animation;2020;94;7.5;1606
Saga of Tanya the Evil - The Movie;Saga of Tanya the Evil Movie;Action,Adventure,Animation;NUT;2019;115;7.5;1289
3 Bahadur: Rise of the Warriors;3 Bahadur: Rise of the Warriors;Action,Adventure,Animation;Waadi Animations;2018;94;8.7;69
Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion;Gekijouban danjon ni deai o motomeru no wa machigatteiru daro ka: Orion no ya;Action,Adventure,Animation;J.C.STAFF;2019;82;6.8;1344
Argentina Animada;Argentina Animada;Animation;Primer Plano Film Group;2018;0;9.2;6
Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot;"Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram";Action,Animation,Drama;Signal.MD;2020;90;6.2;275
Ella Bella Bingo;Elleville Elfrid;Animation,Family,Musical;Gimpville AS;2020;75;4.8;295
Jumbo;Jumbo;Animation;null;2019;80;3;905
Lotte and the Lost Dragons;Lotte ja kadunud lohed;Animation;Eesti Joonisfilm;2019;78;6.8;111
Goodbye Monster;Goodbye Monster;Adventure,Animation,Comedy;Daysview Digital Image;2022;99;5.9;20
The Wonderland;Bâsudê wandârando;Adventure,Animation,Family;Warner Bros. Japan;2019;115;6.2;881
My Sweet Monster;Buka. Moyo lyubimoye chudishche;Adventure,Animation,Family;CTB Film Company;2021;98;4.8;319
Mortal Kombat Legends: Scorpion's Revenge;Mortal Kombat Legends: Scorpion's Revenge;Action,Adventure,Animation;Warner Bros. Animation;2020;80;7.4;17800
Regue Chicken;Regue Chicken;Animation,Family,Music;Dago García Producciones;2015;91;1.6;116
Farmtastic Fun;Farmtastic Fun;Animation;WOWNow Entertainment;2019;70;3.8;48
Return to Zootopia;Return to Zootopia;Action,Adventure,Animation;null;2017;120;7.5;166
The Greatest Adventure: The Book of Dragons;The Greatest Adventure: The Book of Dragons;Animation;null;2018;244;8.2;11
Code Geass: Lelouch of the Rebellion II - Transgression;Code Geass: Lelouch of the Rebellion Episode II;Action,Animation,Sci-Fi;SUNRISE;2018;132;6.9;429
Cesante;Cesante;Animation;null;2003;72;4.2;30
Kinnikuman: Seigi chôjin VS kodai chôjin;Kinnikuman: Seigi chôjin VS kodai chôjin;Animation;null;1985;0;6.7;14
Kinnikuman: Ubawareta champion belt;Kinnikuman: Ubawareta champion belt;Animation;null;1984;0;5.9;16
Bee Movie;Bee Movie;Adventure,Animation,Comedy;Columbus 81 Productions;2007;91;6.1;163884
Sprung! The Magic Roundabout;The Magic Roundabout;Adventure,Animation,Comedy;Action Synthese;2005;85;5.2;3449
Los supersabios;Los supersabios;Animation,Comedy,Family;América Cinematográfica;1978;78;6.2;32
Cert a Káca;Cert a Káca;Animation,Family;Krátký film Praha – Studio kresleného a loutkového filmu Praha;1955;46;6.8;29
Ogu and Mampato in Rapa Nui;Ogú y Mampato en Rapa Nui;Animation;null;2002;80;5.9;192
The PianoTuner of EarthQuakes;The PianoTuner of EarthQuakes;Animation,Drama,Family;Koninck Studios;2004;99;6.2;1490
Arthur and the Invisibles;Arthur et les Minimoys;Adventure,Animation,Comedy;Canal+;2006;94;6;37893
Mach a Sebestová k tabuli!;Mach a Sebestová k tabuli!;Animation,Comedy,Family;Československá televize;1985;68;7.7;157
The SpongeBob SquarePants Movie;The SpongeBob SquarePants Movie;Adventure,Animation,Comedy;Paramount;2004;87;7.1;92363
Dragon Hill. La colina del dragón;Dragon Hill. La colina del dragón;Adventure,Animation,Family;Milimetros Feature Animation;2002;80;5.2;269
Howl's Moving Castle;Hauru no ugoku shiro;Adventure,Animation,Family;Studio Ghibli;2004;119;8.2;395157
Ghost in the Shell 2: Innocence;Inosensu: Innocence;Animation,Drama,Mystery;Bandai Visual;2004;100;7.4;38737
La légende de Parva;La légende de Parva;Animation;Filmauro;2003;85;6.2;55
The Cat Returns;Neko no ongaeshi;Adventure,Animation,Comedy;Studio Ghibli;2002;75;7.1;57550
Pokémon Heroes;Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu;Action,Adventure,Animation;Pikachu Project;2002;80;6;6314
The Snow Queen's Revenge;The Snow Queen's Revenge;Animation;Warner Bros. Pictures;1996;64;5.3;182
Steamboy;Suchîmubôi;Action,Adventure,Animation;Bandai Visual;2004;126;6.8;17906
T'choupi;T'choupi;Animation,Family;null;2004;70;6.4;73
Teacher's Pet;Teacher's Pet;Adventure,Animation,Comedy;Walt Disney Pictures;2004;73;5.7;1835
Tom ja Fluffy;Tom ja Fluffy;Animation,Family;Eesti Joonisfilm;1997;73;7.6;65
Wonderful Days;Wonderful Days;Action,Adventure,Animation;Tin House Productions;2003;86;6.7;9294
BraveStarr: The Legend;BraveStarr: The Legend;Action,Adventure,Animation;Filmation Associates;1988;91;6.8;1230
O' Faby;O' Faby;Animation,Drama,Family;null;1993;0;7.4;71
Prince Nezha's Triumph Against Dragon King;Nezha nao hai;Action,Adventure,Animation;Shanghai Animation Film Studio;1979;65;7.7;1122
Little Dreams;Little Dreams;Adventure,Animation,Family;null;2002;45;7.8;12
Harvie and the Magic Museum;Hurvínek a kouzelné muzeum;Adventure,Animation,Comedy;null;2017;86;4.1;293
1917 - Der wahre Oktober;1917 - Der wahre Oktober;Animation,Biography,Documentary;null;2017;90;7.3;42
Serafima's Extraordinary Travel;Neobyknovennoe puteshestvie Serafimy;Animation;null;2015;75;5.9;40
JoJo's Bizarre Adventure: Phantom Blood;JoJo's Bizarre Adventure: Phantom Blood;Action,Adventure,Animation;null;2007;100;7.9;1360
A Wizard's Tale;Here Comes the Grump;Adventure,Animation,Comedy;null;2018;97;4.6;776
Pettson and Findus: Findus Moves House;Pettersson und Findus - Findus zieht um;Adventure,Animation,Comedy;null;2018;81;5.1;176
My Heart Is an Octopus or My Father on the Shore of the Black Sea;My Heart Is an Octopus or My Father on the Shore of the Black Sea;Animation,Biography,Crime;null;2016;112;8;9
Ao Oni: The Animation;Ao Oni: The Animation;Animation,Horror,Mystery;null;2017;67;4.6;77
Race to the Future;Speed Racer Movie;Action,Animation;null;2016;66;3.2;16
Pataliputhra;Pataliputhra;Animation;null;2010;65;8;10
Tales of Siva 1;Tales of Siva 1;Animation,Family,History;null;2009;65;7.2;11
Ludobojstwo;Ludobojstwo;Animation,Documentary,History;null;2016;0;7.9;15
Fairy Tail: Dragon Cry;Gekijôban Fairy Tail: Dragon Cry;Action,Adventure,Animation;null;2017;85;6.8;2210
Where it Floods;Where it Floods;Animation,Drama;null;2017;47;5.3;8
Batman and Harley Quinn;Batman and Harley Quinn;Action,Adventure,Animation;null;2017;74;5.9;13928
The Funny Life of Pets;The Funny Life of Pets;Animation,Comedy,Family;null;2016;83;4.5;58
Fireman Sam: Alien Alert! The Movie;Fireman Sam: Alien Alert! The Movie;Animation,Family;null;2016;60;4.9;146
The Queen's Corgi;The Queen's Corgi;Animation,Comedy,Family;null;2019;85;4.8;7095
Ainbo;AINBO: Spirit of the Amazon;Adventure,Animation,Comedy;null;2021;84;4.8;1821
Monster Family;Happy Family;Animation,Comedy,Family;null;2017;93;4.8;5030
Blame!;Blame!;Action,Animation,Drama;null;2017;106;6.6;8281
The Irregular at Magic High School: The Girl Who Calls the Stars;Gekijouban Mahouka koukou no rettousei: Hoshi o yobu shoujo;Action,Animation,Fantasy;null;2017;90;6.7;713
Trolls 2: World Tour;Trolls World Tour;Adventure,Animation,Comedy;null;2020;91;6.1;23830
Pokémon the Movie: I Choose You!;Pokémon the Movie: I Choose You;Action,Adventure,Animation;null;2017;98;6.3;6976
Bluefish;Bluefish;Action,Adventure,Animation;null;2017;64;8.9;176
Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari;Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari;Animation,Sport;null;2016;90;7.8;475
Etgar Keret: Based on a True Story;Etgar Keret: Based on a True Story;Animation,Biography,Documentary;null;2017;67;8;164
Bob the Builder: Mega Machines;Bob the Builder: Mega Machines;Action,Adventure,Animation;null;2017;63;4.9;143
Tobias and the Half-Pariah;Tobias and the Half-Pariah;Action,Animation,Drama;null;2014;112;8.1;58
Deep Imagination;Deep Imagination;Animation;null;2006;57;6.6;16
LeSeurdmin;LeSeurdmin;Action,Animation,Comedy;null;2017;80;5.7;25
Habit & Armour;Habit & Armour;Animation,Documentary,History;null;2017;90;8.3;68
Shimajiro and the Rainbow Oasis;Gekijouban Shimajirou no wao!: Shimajirou to niji no oashisu;Action,Adventure,Animation;null;2017;53;3.7;102
Gekijouban soushuuhen Ôbârôdo: Fushisha no ou;Gekijouban soushuuhen Ôbârôdo: Fushisha no ou;Animation;null;2017;102;7.1;108
Gekijouban soushuuhen Ôbârôdo: Shikkoku no eiyuu;Gekijouban soushuuhen Ôbârôdo: Shikkoku no eiyuu;Animation;null;2017;93;7.2;76
Heidi in the Mountains;Heidi in the Mountains;Adventure,Animation,Comedy;null;1974;93;7.5;130
Tales from the Lakeside;Lengemesék;Adventure,Animation,Family;null;2017;65;6.9;71
A Solar Dream;Un rêve solaire;Animation;null;2016;63;7.4;46
CarGo;CarGo;Adventure,Animation,Family;null;2017;96;3.4;563
Maya the Bee: The Honey Games;Maya the Bee: The Honey Games;Adventure,Animation,Comedy;null;2018;85;5.5;902
You Are My Home;You Are My Home;Animation,Family,Fantasy;null;2020;92;6.6;566
Barkley;Barkley;Animation;null;2017;88;2.3;138
Historietas Assombradas: O Filme;Historietas Assombradas: O Filme;Adventure,Animation,Comedy;null;2017;90;6.9;154
The Loud House Movie;The Loud House;Adventure,Animation,Comedy;null;2021;83;6.1;2207
Space Guardians;Space Guardians;Animation;null;2017;74;4.3;58
Kuroko's Basketball: Last Game;Gekijouban Kuroko no basuke: Last Game;Animation,Drama,Sport;null;2017;91;7.7;2722
America: The Motion Picture;America: The Motion Picture;Action,Adventure,Animation;null;2021;98;5.6;6611
The Red Scroll;The Red Scroll;Adventure,Animation,Family;null;2020;90;7.9;82
Best Friend from Heaven;Best Friend from Heaven;Animation,Drama,Family;null;2017;88;5.1;125
Who Will Fuck Daddy?;Vem ska knulla pappa?;Adventure,Animation,Fantasy;null;2017;65;6.4;22
Chhota Bheem in Junglee Kabila;Chhota Bheem in Junglee Kabila;Adventure,Animation;null;2013;55;7.7;14
Peppa Pig: My First Cinema Experience;Peppa Pig: My First Cinema Experience;Animation;null;2017;72;4.1;311
La Leyenda del Charro Negro;La Leyenda del Charro Negro;Animation;null;2018;85;7;254
Kuroko No Basket Movie 2: Winter Cup Soushuuhen - Namida No Saki E;Kuroko No Basket Movie 2: Winter Cup Soushuuhen - Namida No Saki E;Animation,Comedy,Drama;null;2016;88;7.8;366
Marona's Fantastic Tale;L'extraordinaire voyage de Marona;Animation,Drama,Family;null;2019;92;7.5;1062
Free! Timeless Medley: The Bond;Gekijouban Free! Timeless Medley: Kizuna;Animation,Sport;null;2017;94;6.9;198
Free! Timeless Medley: The Promise;Gekijouban Free! Timeless Medley: Yakusoku;Animation,Sport;null;2017;98;7;166
Crayon Shin-Chan: Invasion!! Alien Shiriri;Kureyon Shinchan: Shûrai!! Uchûjin shiriri;Adventure,Animation,Comedy;null;2017;103;6.3;240
PJ Masks: Let's Go PJ Masks!;PJ Masks: Let's Go PJ Masks!;Animation;null;2017;69;7.6;26
Bremenskie razboyniki;Bremenskie razboyniki;Animation;null;2016;73;3.5;30
Tatchi: Sebangô no nai êsu;Tatchi: Sebangô no nai êsu;Animation,Drama,Sport;null;1986;93;6.2;26
Junk Head;Junk Head;Action,Adventure,Animation;null;2017;101;7.4;811
Masa ile Koca Ayi;Masa ile Koca Ayi;Animation,Family;null;2015;65;7.9;100
Fantastica: A Boonie Bears Adventure;Boonie Bears: Entangled Worlds;Action,Adventure,Animation;null;2017;89;5.6;203
Lighting Dindin;Lighting Dindin;Action,Adventure,Animation;null;2017;85;6;22
Turning Mecards W: Resurrection of the Black Mirror;Turning Mecards W: Resurrection of the Black Mirror;Adventure,Animation,Fantasy;null;2017;73;8.1;13
Saving Mother;Xi yue qi tong;Animation,Fantasy;null;1984;55;7.5;16
Tatchi 2: Sayonara no Okurimono;Tatchi 2: Sayonara no Okurimono;Animation,Drama,Sport;null;1986;80;5.7;20
Tatchi 3: Kimi ga tôrisugita ato ni;Tatchi 3: Kimi ga tôrisugita ato ni;Animation,Drama,Sport;null;1987;83;5.9;19
Lila's Book;El libro de Lila;Adventure,Animation,Fantasy;null;2017;76;7.2;85
Huckleberry no Bouken;Huckleberry no Bouken;Adventure,Animation;null;1984;0;6.7;49
Chibi Maruko-chan: Watashi no suki-na uta;Chibi Maruko-chan: Watashi no suki-na uta;Animation;null;1992;93;7;28
Nane ile Limon: Kayip Zaman Yolcusu;Nane ile Limon: Kayip Zaman Yolcusu;Animation,Family;null;2017;75;4;26
The Princess and the Pilot;To aru hikuushi e no tsuioku;Action,Adventure,Animation;Madhouse;2011;99;7;1171
Woody Woodpecker;Woody Woodpecker;Adventure,Animation,Comedy;Universal Pictures;2017;91;4.1;4125
Rainbow Sea: Fly High;Chong chu di qiu;Animation,Sci-Fi;Beijing Enlight Pictures;2022;100;5.8;21
UN-GO: Inga-ron;Un-Go Episode:0 Ingaron;Animation,Fantasy,Mystery;BONES;2011;45;6.5;127
El pequeño mago;El pequeño mago;Adventure,Animation,Fantasy;null;2013;80;5.3;31
Z-Baw;Z-Baw;Animation;null;2012;92;4.3;32
Ganba to Kawauso no Boken;Ganba to Kawauso no Boken;Animation;Tokyo Movie Shinsha;1991;75;7;11
Ranking All 836 Moons in Super Mario Odyssey;Ranking All 836 Moons in Super Mario Odyssey;Animation;null;2022;144;8.6;14
Just Super;Helt super;Animation,Family;Qvisten Animation;2022;76;6.3;29
Águila y Jaguar: Los Guerreros Legendarios;Águila y Jaguar: Los Guerreros Legendarios;Animation;KoolToon Entertainment;2022;106;9.1;187
Kikoriki: Team Invincible;Smeshariki: Nachalo;Action,Adventure,Animation;Bazelevs Production;2011;90;5.9;421
Densely Hollow;Densely Hollow;Action,Animation,Drama;null;2013;0;7.4;48
Hibakusha;Hibakusha;Animation,Biography,History;null;2012;45;8.2;137
Cheenti Cheenti Bang Bang;Cheenti Cheenti Bang Bang;Animation,Family;null;2008;0;5.4;25
Laura's Star and the Dream Monster;Lauras Stern und die Traummonster;Animation,Family;null;2011;65;5.9;75
The Wild Adventures of El Santos;El Santos vs la Tetona Mendoza;Action,Animation,Comedy;Videocine;2012;96;6.2;683
Daddy, I'm a Zombie;Papá, soy una zombi;Animation,Comedy,Fantasy;Abra Producciones;2011;80;4.3;499
VeggieTales: If I Sang a Silly Song;VeggieTales: If I Sang a Silly Song;Animation,Comedy,Family;Big Idea Productions;2012;72;6.8;33
3086: Robot Like a Boss;3086: Robot Like a Boss;Action,Animation,Comedy;null;2012;69;6.6;15
Big Hero 6;Big Hero 6;Action,Adventure,Animation;Walt Disney Pictures;2014;102;7.8;462288
Speckles: The Tarbosaurus;Jeom-bak-i: Han-ban-do-eui Gong-ryong 3D;Adventure,Animation,Comedy;Korea Educational Broadcasting System (EBS);2012;88;5.4;785
The 99 Unbound;The 99 Unbound;Action,Adventure,Animation;null;2011;82;5.3;21
Consuming Spirits;Consuming Spirits;Animation,Comedy,Drama;null;2012;136;7.6;255
Mr. Magoo in Sherwood Forest;Mr. Magoo in Sherwood Forest;Animation,Family;null;1964;81;7.3;31
The Case of the Midnight Murderer;The Case of the Midnight Murderer;Animation,Comedy,Crime;null;2013;84;7;12
Leap!;Ballerina;Adventure,Animation,Comedy;Main Journey;2016;89;6.7;22704
Shihad: Beautiful Machine;Shihad: Beautiful Machine;Animation,Biography,Documentary;null;2012;101;7.8;57
Long Way North;Tout en haut du monde;Adventure,Animation,Drama;Maybe Movies;2015;81;7.2;3582
Dragon Ball Z: Battle of Gods;Dragon Ball Z: Doragon bôru Z - Kami to Kami;Action,Adventure,Animation;Bandai Namco Games;2013;85;7.1;28452
El secreto del medallón de jade;El secreto del medallón de jade;Animation;Kaxan Studios;2012;85;5.5;58
Kung Fu Panda 3;Kung Fu Panda 3;Action,Adventure,Animation;Pearl Studio;2016;95;7.1;160601
Doraemon: Nobita and the Island of Miracles ~Animal Adventure~;Eiga Doraemon: Nobita to kiseki no shima - Animaru adobenchâ;Action,Adventure,Animation;null;2012;100;6.6;447
